stop_number,city,country,state_province,lat,lng,timezone,utc_offset,utc_offset_rounded,utc_time,local_time,population,temperature_c,weather_condition,wind_speed_mps,wind_direction_deg,wind_gust_mps
10302,Jaipur,India,,23.4313,86.1493,Asia/Kolkata,5,5,2025-12-24 19:26:54,2025-12-25 00:26:54,10259,11.4,Partly cloudy,1.92,300,3.19
10303,Puruliya,India,,23.34,86.36,Asia/Kolkata,5,5,2025-12-24 19:26:54,2025-12-25 00:26:54,121067,11.8,Mainly clear,1.69,328,2.39
10304,Khalāri,India,,23.6506,85.0074,Asia/Kolkata,5,5,2025-12-24 19:26:55,2025-12-25 00:26:55,24793,11.2,Overcast,2.22,298,3.39
10305,Lāpangā,India,,23.6333,85.377,Asia/Kolkata,5,5,2025-12-24 19:26:55,2025-12-25 00:26:55,9708,11.1,Partly cloudy,2.08,294,4.81
10306,Ulātu,India,,23.2766,85.5012,Asia/Kolkata,5,5,2025-12-24 19:26:55,2025-12-25 00:26:55,8628,11.1,Partly cloudy,2.08,294,4.81
10307,Patrātu,India,,23.67,85.28,Asia/Kolkata,5,5,2025-12-24 19:26:56,2025-12-25 00:26:56,32899,11.1,Partly cloudy,2.08,294,4.81
10308,Mesrā,India,,23.4339,85.4152,Asia/Kolkata,5,5,2025-12-24 19:26:56,2025-12-25 00:26:56,10068,11.1,Partly cloudy,2.08,294,4.81
10309,Saunda,India,,23.66,85.35,Asia/Kolkata,5,5,2025-12-24 19:26:56,2025-12-25 00:26:56,81915,11.1,Partly cloudy,2.08,294,4.81
10310,Bachrā,India,,23.6886,85.0703,Asia/Kolkata,5,5,2025-12-24 19:26:56,2025-12-25 00:26:56,12969,11.2,Overcast,2.22,298,3.39
10311,Tāti,India,,23.3772,85.4379,Asia/Kolkata,5,5,2025-12-24 19:26:56,2025-12-25 00:26:56,13874,11.1,Partly cloudy,2.08,294,4.81
10312,Tamār,India,,23.0488,85.649,Asia/Kolkata,5,5,2025-12-24 19:26:57,2025-12-25 00:26:57,14081,12.1,Mainly clear,1.50,278,4.00
10313,Gidi,India,,23.6909,85.3641,Asia/Kolkata,5,5,2025-12-24 19:26:57,2025-12-25 00:26:57,18025,11.1,Partly cloudy,2.08,294,4.81
10314,Lāndupdīh,India,,23.1478,85.7817,Asia/Kolkata,5,5,2025-12-24 19:26:58,2025-12-25 00:26:58,8568,13.1,Clear sky,1.78,286,2.89
10315,Būndu,India,,23.1609,85.5901,Asia/Kolkata,5,5,2025-12-24 19:26:58,2025-12-25 00:26:58,24445,12.1,Mainly clear,1.50,278,4.00
10316,Churi,India,,23.6549,85.0128,Asia/Kolkata,5,5,2025-12-24 19:26:58,2025-12-25 00:26:58,33293,11.2,Overcast,2.22,298,3.39
10317,Bālumāth,India,,23.8298,84.7888,Asia/Kolkata,5,5,2025-12-24 19:26:59,2025-12-25 00:26:59,8875,10.7,Partly cloudy,1.69,328,2.69
10318,Chandwā,India,,23.6756,84.7401,Asia/Kolkata,5,5,2025-12-24 19:26:59,2025-12-25 00:26:59,12580,10.6,Partly cloudy,0.97,285,3.00
10319,Hazāribāgh,India,,23.98,85.35,Asia/Kolkata,5,5,2025-12-24 19:26:59,2025-12-25 00:26:59,142489,10.8,Mainly clear,2.08,310,3.61
10320,Marāi Kalān,India,,24.0211,85.3506,Asia/Kolkata,5,5,2025-12-24 19:26:59,2025-12-25 00:26:59,9071,10.8,Mainly clear,2.08,310,3.61
10321,Barkāgaon,India,,23.8553,85.215,Asia/Kolkata,5,5,2025-12-24 19:26:59,2025-12-25 00:26:59,11689,10.7,Partly cloudy,1.69,328,2.69
10322,Chatrā,India,,24.2064,84.8708,Asia/Kolkata,5,5,2025-12-24 19:27:00,2025-12-25 00:27:00,49985,10.7,Partly cloudy,1.69,328,2.69
10323,Jori Kalān,India,,24.2045,84.877,Asia/Kolkata,5,5,2025-12-24 19:27:00,2025-12-25 00:27:00,14323,10.7,Partly cloudy,1.69,328,2.69
10324,Nabīnagar,India,,24.62,84.12,Asia/Kolkata,5,5,2025-12-24 19:27:00,2025-12-25 00:27:00,25041,11.4,Overcast,0.56,95,0.69
10325,Kanchanpur,India,,24.6096,84.2361,Asia/Kolkata,5,5,2025-12-24 19:27:01,2025-12-25 00:27:01,9758,11.4,Overcast,0.56,95,0.69
10326,Akbarpur,India,,24.6351,83.9642,Asia/Kolkata,5,5,2025-12-24 19:27:01,2025-12-25 00:27:01,10594,11.4,Overcast,0.56,95,0.69
10327,Telkap,India,,24.7048,84.0093,Asia/Kolkata,5,5,2025-12-24 19:27:01,2025-12-25 00:27:01,10787,11.4,Overcast,0.56,95,0.69
10328,Haidarnagar,India,,24.4883,83.9443,Asia/Kolkata,5,5,2025-12-24 19:27:01,2025-12-25 00:27:01,13833,11.4,Overcast,0.56,95,0.69
10329,Husainābād,India,,24.5285,84,Asia/Kolkata,5,5,2025-12-24 19:27:01,2025-12-25 00:27:01,30942,11.4,Overcast,0.56,95,0.69
10330,Merāl,India,,24.1876,83.7076,Asia/Kolkata,5,5,2025-12-24 19:27:01,2025-12-25 00:27:01,11861,11.8,Overcast,1.25,230,2.31
10331,Okhargara,India,,24.2141,83.7856,Asia/Kolkata,5,5,2025-12-24 19:27:01,2025-12-25 00:27:01,11142,12.1,Partly cloudy,0.28,239,0.81
10332,Garhwa,India,,24.16,83.8075,Asia/Kolkata,5,5,2025-12-24 19:27:01,2025-12-25 00:27:01,46059,12.1,Partly cloudy,0.28,239,0.81
10333,Arsali,India,,24.3754,83.5903,Asia/Kolkata,5,5,2025-12-24 19:27:02,2025-12-25 00:27:02,13214,10.8,Overcast,1.22,353,3.11
10334,Makri,India,,24.386,83.5559,Asia/Kolkata,5,5,2025-12-24 19:27:02,2025-12-25 00:27:02,9676,10.8,Overcast,1.22,353,3.11
10335,Karamdiha,India,,24.47,83.55,Asia/Kolkata,5,5,2025-12-24 19:27:02,2025-12-25 00:27:02,50821,10.8,Overcast,1.22,353,3.11
10336,Madhupur,India,,24.7,83.02,Asia/Kolkata,5,5,2025-12-24 19:27:02,2025-12-25 00:27:02,22097,10.5,Overcast,1.06,352,1.89
10337,Robertsganj,India,,24.7,83.07,Asia/Kolkata,5,5,2025-12-24 19:27:02,2025-12-25 00:27:02,36689,10.5,Overcast,1.06,352,1.89
10338,Obra,India,,24.42,82.98,Asia/Kolkata,5,5,2025-12-24 19:27:02,2025-12-25 00:27:02,46574,10.5,Overcast,1.06,352,1.89
10339,Renukūt,India,,24.2,83.03,Asia/Kolkata,5,5,2025-12-24 19:27:03,2025-12-25 00:27:03,68000,13.6,Overcast,0.53,311,0.81
10340,Naurhiya,India,,24.2069,82.5655,Asia/Kolkata,5,5,2025-12-24 19:27:03,2025-12-25 00:27:03,9420,11.7,Overcast,1.19,285,2.39
10341,Singrauliya,India,,24.202,82.666,Asia/Kolkata,5,5,2025-12-24 19:27:03,2025-12-25 00:27:03,220257,11.7,Overcast,1.19,285,2.39
10342,Parasi,India,,24.1908,82.7817,Asia/Kolkata,5,5,2025-12-24 19:27:03,2025-12-25 00:27:03,21203,13.6,Overcast,0.53,311,0.81
10343,Baikunthpur,India,,24.7277,81.4098,Asia/Kolkata,5,5,2025-12-24 19:27:04,2025-12-25 00:27:04,12276,11.8,Overcast,1.36,24,2.39
10344,Sidhi,India,,24.42,81.88,Asia/Kolkata,5,5,2025-12-24 19:27:04,2025-12-25 00:27:04,54331,10.9,Overcast,0.36,8,0.89
10345,Gurh,India,,24.5026,81.5004,Asia/Kolkata,5,5,2025-12-24 19:27:05,2025-12-25 00:27:05,16434,11.8,Overcast,1.36,24,2.39
10346,Chorhat,India,,24.4274,81.6695,Asia/Kolkata,5,5,2025-12-24 19:27:05,2025-12-25 00:27:05,17297,11.8,Overcast,1.36,24,2.39
10347,Sirmaur,India,,24.8365,81.3645,Asia/Kolkata,5,5,2025-12-24 19:27:05,2025-12-25 00:27:05,14435,11.4,Partly cloudy,0.42,216,0.69
10348,Mangawān,India,,24.6675,81.5464,Asia/Kolkata,5,5,2025-12-24 19:27:05,2025-12-25 00:27:05,15259,11.8,Overcast,1.36,24,2.39
10349,Dabhaura,India,,25.1162,81.3044,Asia/Kolkata,5,5,2025-12-24 19:27:06,2025-12-25 00:27:06,9544,11.4,Partly cloudy,0.42,216,0.69
10350,Teonthar,India,,24.9821,81.6419,Asia/Kolkata,5,5,2025-12-24 19:27:06,2025-12-25 00:27:06,20135,11.4,Partly cloudy,0.42,216,0.69
10351,Chaukhata,India,,25.0247,81.7375,Asia/Kolkata,5,5,2025-12-24 19:27:06,2025-12-25 00:27:06,9103,11.4,Partly cloudy,0.42,216,0.69
10352,Khathjari,India,,24.7046,81.9891,Asia/Kolkata,5,5,2025-12-24 19:27:06,2025-12-25 00:27:06,9793,10.9,Overcast,0.36,8,0.89
10353,Naīgarhi,India,,24.7869,81.7787,Asia/Kolkata,5,5,2025-12-24 19:27:07,2025-12-25 00:27:07,11572,11.1,Partly cloudy,0.53,158,0.69
10354,Mauganj,India,,24.68,81.88,Asia/Kolkata,5,5,2025-12-24 19:27:07,2025-12-25 00:27:07,26420,10.9,Overcast,0.36,8,0.89
10355,Hanumana,India,,24.7789,82.096,Asia/Kolkata,5,5,2025-12-24 19:27:07,2025-12-25 00:27:07,19629,11.1,Partly cloudy,0.53,158,0.69
10356,Barokhar,India,,24.9167,81.9667,Asia/Kolkata,5,5,2025-12-24 19:27:07,2025-12-25 00:27:07,11815,11.1,Partly cloudy,0.53,158,0.69
10357,Dharampur,India,,25.2417,82.2331,Asia/Kolkata,5,5,2025-12-24 19:27:07,2025-12-25 00:27:07,9029,11.1,Partly cloudy,0.53,158,0.69
10358,Phulpur,India,,25.55,82.1,Asia/Kolkata,5,5,2025-12-24 19:27:07,2025-12-25 00:27:07,21066,10.4,Overcast,0.67,103,1.19
10359,Prayagraj,India,,25.4358,81.8464,Asia/Kolkata,5,5,2025-12-24 19:27:08,2025-12-25 00:27:08,5954391,10.4,Overcast,0.67,103,1.19
10360,Budwan,India,,25.7775,81.1681,Asia/Kolkata,5,5,2025-12-24 19:27:08,2025-12-25 00:27:08,10000,10.7,Clear sky,0.64,122,1.00
10361,Kandrāwān,India,,25.8882,81.2618,Asia/Kolkata,5,5,2025-12-24 19:27:08,2025-12-25 00:27:08,10283,10.8,Clear sky,1.19,156,1.89
10362,Sultānpur,India,,26.2583,82.0722,Asia/Kolkata,5,5,2025-12-24 19:27:09,2025-12-25 00:27:09,107640,10.5,Clear sky,0.75,184,1.31
10363,Kurwār,India,,26.3475,81.9787,Asia/Kolkata,5,5,2025-12-24 19:27:09,2025-12-25 00:27:09,10826,10.5,Clear sky,0.75,184,1.31
10364,Shāhganj,India,,26.056,82.682,Asia/Kolkata,5,5,2025-12-24 19:27:10,2025-12-25 00:27:10,26556,11.2,Clear sky,0.22,297,0.89
10365,Jaunpur,India,,25.73,82.68,Asia/Kolkata,5,5,2025-12-24 19:27:10,2025-12-25 00:27:10,180362,10.8,Overcast,1.00,33,1.31
10366,Zafarābād,India,,25.7,82.7,Asia/Kolkata,5,5,2025-12-24 19:27:10,2025-12-25 00:27:10,10792,10.8,Overcast,1.00,33,1.31
10367,Saidpur,India,,25.55,83.18,Asia/Kolkata,5,5,2025-12-24 19:27:10,2025-12-25 00:27:10,24338,10.8,Overcast,1.31,353,1.89
10368,Mehnājpur,India,,25.6722,83.1181,Asia/Kolkata,5,5,2025-12-24 19:27:10,2025-12-25 00:27:10,60000,10.8,Overcast,1.31,353,1.89
10369,Adalhāt,India,,25.282,82.9563,Asia/Kolkata,5,5,2025-12-24 19:27:11,2025-12-25 00:27:11,22194,10.8,Overcast,1.31,353,1.89
10370,Basni,India,,25.4435,82.8291,Asia/Kolkata,5,5,2025-12-24 19:27:11,2025-12-25 00:27:11,9421,10.8,Overcast,1.31,353,1.89
10371,Vārānasi,India,,25.3189,83.0128,Asia/Kolkata,5,5,2025-12-24 19:27:11,2025-12-25 00:27:11,1198491,10.8,Overcast,1.31,353,1.89
10372,Rāmnagar,India,,25.28,83.03,Asia/Kolkata,5,5,2025-12-24 19:27:11,2025-12-25 00:27:11,49142,10.8,Overcast,1.31,353,1.89
10373,Khānpur,India,,25.341,83.074,Asia/Kolkata,5,5,2025-12-24 19:27:11,2025-12-25 00:27:11,10000,10.8,Overcast,1.31,353,1.89
10374,Bhadohi,India,,25.42,82.57,Asia/Kolkata,5,5,2025-12-24 19:27:11,2025-12-25 00:27:11,94620,10.8,Overcast,1.00,33,1.31
10375,Mirzāpur,India,,25.146,82.569,Asia/Kolkata,5,5,2025-12-24 19:27:12,2025-12-25 00:27:12,2496970,11.9,Overcast,1.14,113,1.61
10376,Chauhanpatti,India,,25.15,82.6,Asia/Kolkata,5,5,2025-12-24 19:27:12,2025-12-25 00:27:12,233691,11.9,Overcast,1.14,113,1.61
10377,Chunār,India,,25.13,82.9,Asia/Kolkata,5,5,2025-12-24 19:27:12,2025-12-25 00:27:12,37185,12.2,Overcast,0.11,180,0.39
10378,Baqiābād,India,,25.1,82.9,Asia/Kolkata,5,5,2025-12-24 19:27:12,2025-12-25 00:27:12,14429,12.2,Overcast,0.11,180,0.39
10379,Babhniyāwān,India,,25.4943,84.4815,Asia/Kolkata,5,5,2025-12-24 19:27:13,2025-12-25 00:27:13,10325,10.4,Overcast,1.64,281,2.61
10380,Dildārnagar,India,,25.4309,83.6665,Asia/Kolkata,5,5,2025-12-24 19:27:13,2025-12-25 00:27:13,29242,10.9,Mainly clear,1.69,337,2.61
10381,Nainijor,India,,25.6811,84.3456,Asia/Kolkata,5,5,2025-12-24 19:27:14,2025-12-25 00:27:14,26929,10.4,Overcast,1.64,281,2.61
10382,Nirakpurpāli,India,,25.3244,84.8114,Asia/Kolkata,5,5,2025-12-24 19:27:14,2025-12-25 00:27:14,12701,11.4,Overcast,0.97,309,1.19
10383,Semri,India,,25.3404,84.197,Asia/Kolkata,5,5,2025-12-24 19:27:15,2025-12-25 00:27:15,11703,11.8,Mainly clear,1.72,322,3.00
10384,Bikramganj,India,,25.2107,84.2551,Asia/Kolkata,5,5,2025-12-24 19:27:15,2025-12-25 00:27:15,50698,11.6,Overcast,1.50,310,2.39
10385,Raghunāthpur,India,,25.5615,84.305,Asia/Kolkata,5,5,2025-12-24 19:27:15,2025-12-25 00:27:15,13271,10.4,Overcast,1.64,281,2.61
10386,Pariyāri,India,,25.2128,84.7829,Asia/Kolkata,5,5,2025-12-24 19:27:16,2025-12-25 00:27:16,8595,10.9,Overcast,0.44,360,1.39
10387,Simri,India,,25.6405,84.1195,Asia/Kolkata,5,5,2025-12-24 19:27:16,2025-12-25 00:27:16,19072,11.8,Mainly clear,1.72,322,3.00
10388,Arwal,India,,25.2442,84.6631,Asia/Kolkata,5,5,2025-12-24 19:27:17,2025-12-25 00:27:17,51849,11.6,Overcast,1.50,310,2.39
10389,Pānrepatti,India,,25.5537,83.9775,Asia/Kolkata,5,5,2025-12-24 19:27:17,2025-12-25 00:27:17,10026,11.8,Mainly clear,1.72,322,3.00
10390,Dumraon,India,,25.5526,84.1515,Asia/Kolkata,5,5,2025-12-24 19:27:17,2025-12-25 00:27:17,60463,11.8,Mainly clear,1.72,322,3.00
10391,Bhabhua,India,,25.05,83.62,Asia/Kolkata,5,5,2025-12-24 19:27:18,2025-12-25 00:27:18,61999,12.2,Overcast,0.78,252,1.69
10392,Buxar,India,,25.5605,83.9805,Asia/Kolkata,5,5,2025-12-24 19:27:18,2025-12-25 00:27:18,102861,11.8,Mainly clear,1.72,322,3.00
10393,Ikhlāspur,India,,25.0589,83.6083,Asia/Kolkata,5,5,2025-12-24 19:27:19,2025-12-25 00:27:19,11301,12.2,Overcast,0.78,252,1.69
10394,Māli,India,,25.1269,84.7084,Asia/Kolkata,5,5,2025-12-24 19:27:19,2025-12-25 00:27:19,10268,11.6,Overcast,1.50,310,2.39
10395,Karath,India,,25.201,84.3672,Asia/Kolkata,5,5,2025-12-24 19:27:20,2025-12-25 00:27:20,9489,11.6,Overcast,1.50,310,2.39
10396,Rāmgarh,India,,25.2889,83.6535,Asia/Kolkata,5,5,2025-12-24 19:27:20,2025-12-25 00:27:20,8824,10.9,Mainly clear,1.69,337,2.61
10397,Nawānagar,India,,25.3861,84.2069,Asia/Kolkata,5,5,2025-12-24 19:27:21,2025-12-25 00:27:21,8521,11.8,Mainly clear,1.72,322,3.00
10398,Bargaon,India,,25.3455,84.6607,Asia/Kolkata,5,5,2025-12-24 19:27:21,2025-12-25 00:27:21,11354,10.4,Overcast,1.64,281,2.61
10399,Patūt,India,,25.4658,84.814,Asia/Kolkata,5,5,2025-12-24 19:27:21,2025-12-25 00:27:21,8999,11.4,Overcast,0.97,309,1.19
10400,Chainpur,India,,25.0345,83.5066,Asia/Kolkata,5,5,2025-12-24 19:27:22,2025-12-25 00:27:22,11852,12.2,Overcast,0.78,252,1.69
10401,Karpi,India,,25.1612,84.7299,Asia/Kolkata,5,5,2025-12-24 19:27:23,2025-12-25 00:27:23,13607,11.6,Overcast,1.50,310,2.39
10402,Chaugāin,India,,25.4801,84.2328,Asia/Kolkata,5,5,2025-12-24 19:27:23,2025-12-25 00:27:23,13959,11.8,Mainly clear,1.72,322,3.00
10403,Hardiya,India,,25.5301,84.4961,Asia/Kolkata,5,5,2025-12-24 19:27:23,2025-12-25 00:27:23,8766,10.4,Overcast,1.64,281,2.61
10404,Hāta,India,,25.046,83.4632,Asia/Kolkata,5,5,2025-12-24 19:27:24,2025-12-25 00:27:24,8598,12.2,Overcast,0.78,252,1.69
10405,Ballia,India,,25.7604,84.1471,Asia/Kolkata,5,5,2025-12-24 19:27:25,2025-12-25 00:27:25,104424,12.8,Overcast,1.31,313,2.50
10406,Kaunra,India,,25.5231,84.5575,Asia/Kolkata,5,5,2025-12-24 19:27:25,2025-12-25 00:27:25,9906,10.4,Overcast,1.64,281,2.61
10407,Belaur,India,,25.4477,84.6473,Asia/Kolkata,5,5,2025-12-24 19:27:25,2025-12-25 00:27:25,15789,10.4,Overcast,1.64,281,2.61
10408,Mangrāwān,India,,25.0929,84.3912,Asia/Kolkata,5,5,2025-12-24 19:27:26,2025-12-25 00:27:26,9500,11.6,Overcast,1.50,310,2.39
10409,Dināra,India,,25.247,84.063,Asia/Kolkata,5,5,2025-12-24 19:27:26,2025-12-25 00:27:26,11733,11.4,Overcast,1.28,257,2.31
10410,Barsaun,India,,25.6316,84.4372,Asia/Kolkata,5,5,2025-12-24 19:27:26,2025-12-25 00:27:26,12140,10.4,Overcast,1.64,281,2.61
10411,Mokri,India,,25.0184,83.5633,Asia/Kolkata,5,5,2025-12-24 19:27:27,2025-12-25 00:27:27,9129,12.2,Overcast,0.78,252,1.69
10412,Kasāp,India,,25.4702,84.6087,Asia/Kolkata,5,5,2025-12-24 19:27:28,2025-12-25 00:27:28,8525,10.4,Overcast,1.64,281,2.61
10413,Usia,India,,25.4309,83.7075,Asia/Kolkata,5,5,2025-12-24 19:27:28,2025-12-25 00:27:28,24786,10.9,Mainly clear,1.69,337,2.61
10414,Ekwāri,India,,25.2975,84.4994,Asia/Kolkata,5,5,2025-12-24 19:27:29,2025-12-25 00:27:29,13075,10.4,Overcast,1.64,281,2.61
10415,Rāni Sāgar,India,,25.6079,84.3626,Asia/Kolkata,5,5,2025-12-24 19:27:29,2025-12-25 00:27:29,8572,10.4,Overcast,1.64,281,2.61
10416,Dehri,India,,25.4252,83.8201,Asia/Kolkata,5,5,2025-12-24 19:27:30,2025-12-25 00:27:30,8800,11.8,Mainly clear,1.72,322,3.00
10417,Khem Karan Saray,India,,25.1233,84.8117,Asia/Kolkata,5,5,2025-12-24 19:27:30,2025-12-25 00:27:30,8875,10.9,Overcast,0.44,360,1.39
10418,Pinjranwān,India,,25.1702,84.8203,Asia/Kolkata,5,5,2025-12-24 19:27:30,2025-12-25 00:27:30,8635,10.9,Overcast,0.44,360,1.39
10419,Shamshernagar,India,,25.0796,84.454,Asia/Kolkata,5,5,2025-12-24 19:27:31,2025-12-25 00:27:31,11890,11.6,Overcast,1.50,310,2.39
10420,Sherpur Khurd,India,,25.5565,83.8052,Asia/Kolkata,5,5,2025-12-24 19:27:31,2025-12-25 00:27:31,31322,11.8,Mainly clear,1.72,322,3.00
10421,Mahraurh,India,,25.2378,84.1017,Asia/Kolkata,5,5,2025-12-24 19:27:32,2025-12-25 00:27:32,18000,11.4,Overcast,1.28,257,2.31
10422,Kaler,India,,25.118,84.4955,Asia/Kolkata,5,5,2025-12-24 19:27:32,2025-12-25 00:27:32,22763,11.6,Overcast,1.50,310,2.39
10423,Barnāon,India,,25.4809,84.525,Asia/Kolkata,5,5,2025-12-24 19:27:32,2025-12-25 00:27:32,9258,10.4,Overcast,1.64,281,2.61
10424,Koāth,India,,25.3264,84.2598,Asia/Kolkata,5,5,2025-12-24 19:27:32,2025-12-25 00:27:32,20875,10.4,Overcast,1.64,281,2.61
10425,Dalippur,India,,25.4222,84.3933,Asia/Kolkata,5,5,2025-12-24 19:27:32,2025-12-25 00:27:32,11058,10.4,Overcast,1.64,281,2.61
10426,Piro,India,,25.33,84.42,Asia/Kolkata,5,5,2025-12-24 19:27:32,2025-12-25 00:27:32,80000,10.4,Overcast,1.64,281,2.61
10427,Ghusiya,India,,25.1832,84.2486,Asia/Kolkata,5,5,2025-12-24 19:27:33,2025-12-25 00:27:33,9736,11.4,Overcast,1.28,257,2.31
10428,Dumri,India,,25.6243,84.1809,Asia/Kolkata,5,5,2025-12-24 19:27:33,2025-12-25 00:27:33,11047,11.8,Mainly clear,1.72,322,3.00
10429,Chausa,India,,25.5149,83.897,Asia/Kolkata,5,5,2025-12-24 19:27:33,2025-12-25 00:27:33,9738,11.8,Mainly clear,1.72,322,3.00
10430,Zamānia,India,,25.4194,83.5569,Asia/Kolkata,5,5,2025-12-24 19:27:33,2025-12-25 00:27:33,33253,10.9,Mainly clear,1.69,337,2.61
10431,Chandhaus,India,,25.2977,84.8595,Asia/Kolkata,5,5,2025-12-24 19:27:34,2025-12-25 00:27:34,13077,11.4,Overcast,0.97,309,1.19
10432,Itārhi,India,,25.4832,84.0129,Asia/Kolkata,5,5,2025-12-24 19:27:35,2025-12-25 00:27:35,10669,11.8,Mainly clear,1.72,322,3.00
10433,Jagdīspur,India,,25.4674,84.4204,Asia/Kolkata,5,5,2025-12-24 19:27:35,2025-12-25 00:27:35,37072,10.4,Overcast,1.64,281,2.61
10434,Khiriāwān,India,,25.112,84.4017,Asia/Kolkata,5,5,2025-12-24 19:27:35,2025-12-25 00:27:35,8982,11.6,Overcast,1.50,310,2.39
10435,Bhadsara,India,,25.3696,84.8444,Asia/Kolkata,5,5,2025-12-24 19:27:36,2025-12-25 00:27:36,9884,11.4,Overcast,0.97,309,1.19
10436,Udawantnagar,India,,25.5054,84.6216,Asia/Kolkata,5,5,2025-12-24 19:27:36,2025-12-25 00:27:36,11135,10.4,Overcast,1.64,281,2.61
10437,Piru,India,,25.1009,84.5583,Asia/Kolkata,5,5,2025-12-24 19:27:36,2025-12-25 00:27:36,9261,11.6,Overcast,1.50,310,2.39
10438,Raksaha,India,,25.4444,83.6873,Asia/Kolkata,5,5,2025-12-24 19:27:37,2025-12-25 00:27:37,11125,10.9,Mainly clear,1.69,337,2.61
10439,Kochas,India,,25.234,83.9215,Asia/Kolkata,5,5,2025-12-24 19:27:37,2025-12-25 00:27:37,19803,11.4,Overcast,1.28,257,2.31
10440,Balīgaon,India,,25.4196,84.4951,Asia/Kolkata,5,5,2025-12-24 19:27:38,2025-12-25 00:27:38,14582,10.4,Overcast,1.64,281,2.61
10441,Kesath,India,,25.4208,84.2414,Asia/Kolkata,5,5,2025-12-24 19:27:38,2025-12-25 00:27:38,16390,11.8,Mainly clear,1.72,322,3.00
10442,Mathila,India,,25.4715,84.1438,Asia/Kolkata,5,5,2025-12-24 19:27:38,2025-12-25 00:27:38,10546,11.8,Mainly clear,1.72,322,3.00
10443,Dulhanganj,India,,25.382,84.858,Asia/Kolkata,5,5,2025-12-24 19:27:38,2025-12-25 00:27:38,35000,11.4,Overcast,0.97,309,1.19
10444,Jānpur,India,,25.2958,84.8789,Asia/Kolkata,5,5,2025-12-24 19:27:38,2025-12-25 00:27:38,9313,11.4,Overcast,0.97,309,1.19
10445,Bairia,India,,25.7583,84.1489,Asia/Kolkata,5,5,2025-12-24 19:27:39,2025-12-25 00:27:39,386745,12.8,Overcast,1.31,313,2.50
10446,Shahar Telpa,India,,25.133,84.6533,Asia/Kolkata,5,5,2025-12-24 19:27:40,2025-12-25 00:27:40,10298,11.6,Overcast,1.50,310,2.39
10447,Khāngāon,India,,25.5146,84.7528,Asia/Kolkata,5,5,2025-12-24 19:27:40,2025-12-25 00:27:40,11456,11.4,Overcast,0.97,309,1.19
10448,Barhampur,India,,25.5976,84.3011,Asia/Kolkata,5,5,2025-12-24 19:27:40,2025-12-25 00:27:40,18119,10.4,Overcast,1.64,281,2.61
10449,Bhojpur Jadīd,India,,25.588,84.1621,Asia/Kolkata,5,5,2025-12-24 19:27:40,2025-12-25 00:27:40,19281,11.8,Mainly clear,1.72,322,3.00
10450,Danwān,India,,25.5292,84.4598,Asia/Kolkata,5,5,2025-12-24 19:27:41,2025-12-25 00:27:41,21823,10.4,Overcast,1.64,281,2.61
10451,Sarenja,India,,25.4449,83.8942,Asia/Kolkata,5,5,2025-12-24 19:27:41,2025-12-25 00:27:41,8957,11.8,Mainly clear,1.72,322,3.00
10452,Masar,India,,25.5577,84.5767,Asia/Kolkata,5,5,2025-12-24 19:27:41,2025-12-25 00:27:41,9613,10.4,Overcast,1.64,281,2.61
10453,Barāon,India,,25.4551,84.2661,Asia/Kolkata,5,5,2025-12-24 19:27:42,2025-12-25 00:27:42,13021,10.4,Overcast,1.64,281,2.61
10454,Durgauti,India,,25.2114,83.5308,Asia/Kolkata,5,5,2025-12-24 19:27:42,2025-12-25 00:27:42,136962,12.2,Overcast,0.78,252,1.69
10455,Gahmar,India,,25.497,83.822,Asia/Kolkata,5,5,2025-12-24 19:27:42,2025-12-25 00:27:42,25994,11.8,Mainly clear,1.72,322,3.00
10456,Shāhpur,India,,25.6029,84.4041,Asia/Kolkata,5,5,2025-12-24 19:27:43,2025-12-25 00:27:43,19099,10.4,Overcast,1.64,281,2.61
10457,Babhnoul,India,,25.3202,84.2128,Asia/Kolkata,5,5,2025-12-24 19:27:43,2025-12-25 00:27:43,10746,11.8,Mainly clear,1.72,322,3.00
10458,Ghatāwān,India,,25.0968,83.7266,Asia/Kolkata,5,5,2025-12-24 19:27:43,2025-12-25 00:27:43,10072,12.2,Overcast,0.78,252,1.69
10459,Datiāna,India,,25.4834,84.8628,Asia/Kolkata,5,5,2025-12-24 19:27:44,2025-12-25 00:27:44,11258,11.4,Overcast,0.97,309,1.19
10460,Ghazīpur,India,,25.58,83.57,Asia/Kolkata,5,5,2025-12-24 19:27:45,2025-12-25 00:27:45,121020,10.9,Mainly clear,1.69,337,2.61
10461,Kudra,India,,25.0463,83.7926,Asia/Kolkata,5,5,2025-12-24 19:27:46,2025-12-25 00:27:46,19265,11.4,Overcast,1.28,257,2.31
10462,Suhiya,India,,25.6482,84.3916,Asia/Kolkata,5,5,2025-12-24 19:27:46,2025-12-25 00:27:46,9898,10.4,Overcast,1.64,281,2.61
10463,Karghar,India,,25.1267,83.9274,Asia/Kolkata,5,5,2025-12-24 19:27:47,2025-12-25 00:27:47,9835,11.4,Overcast,1.28,257,2.31
10464,Jhaua,India,,25.625,84.5161,Asia/Kolkata,5,5,2025-12-24 19:27:47,2025-12-25 00:27:47,12955,10.4,Overcast,1.64,281,2.61
10465,Dhakaich,India,,25.5835,84.1886,Asia/Kolkata,5,5,2025-12-24 19:27:48,2025-12-25 00:27:48,11213,11.8,Mainly clear,1.72,322,3.00
